=== DANH SÁCH LUẬT KẾT HỢP (MinConf = 0.6) ===
29 -> 5 : sup = 2964.00, conf = 0.93, lift = 0.00
7 -> 52 56 : sup = 2914.00, conf = 0.95, lift = 0.00
52 -> 7 56 : sup = 2914.00, conf = 0.91, lift = 0.00
29 52 -> 34 : sup = 3027.00, conf = 0.95, lift = 0.00
29 34 -> 52 : sup = 3027.00, conf = 1.00, lift = 0.00
34 52 -> 29 : sup = 3027.00, conf = 1.00, lift = 0.00
29 -> 34 52 : sup = 3027.00, conf = 0.95, lift = 0.00
52 -> 29 34 : sup = 3027.00, conf = 0.95, lift = 0.00
34 -> 29 52 : sup = 3027.00, conf = 1.00, lift = 0.00
60 -> 56 : sup = 2974.00, conf = 0.94, lift = 0.00
56 -> 60 : sup = 2974.00, conf = 0.98, lift = 0.00
5 60 -> 52 : sup = 2913.00, conf = 1.00, lift = 0.00
52 60 -> 5 : sup = 2913.00, conf = 0.93, lift = 0.00
5 52 -> 60 : sup = 2913.00, conf = 0.98, lift = 0.00
60 -> 5 52 : sup = 2913.00, conf = 0.93, lift = 0.00
5 -> 52 60 : sup = 2913.00, conf = 0.98, lift = 0.00
52 -> 5 60 : sup = 2913.00, conf = 0.91, lift = 0.00
7 58 -> 52 : sup = 3064.00, conf = 1.00, lift = 0.00
52 58 -> 7 : sup = 3064.00, conf = 0.96, lift = 0.00
7 52 -> 58 : sup = 3064.00, conf = 1.00, lift = 0.00
58 -> 7 52 : sup = 3064.00, conf = 0.96, lift = 0.00
7 -> 52 58 : sup = 3064.00, conf = 1.00, lift = 0.00
52 -> 7 58 : sup = 3064.00, conf = 0.96, lift = 0.00
29 52 -> 36 : sup = 3073.00, conf = 0.97, lift = 0.00
29 36 -> 52 : sup = 3073.00, conf = 1.00, lift = 0.00
36 52 -> 29 : sup = 3073.00, conf = 1.00, lift = 0.00
29 -> 36 52 : sup = 3073.00, conf = 0.97, lift = 0.00
52 -> 29 36 : sup = 3073.00, conf = 0.96, lift = 0.00
36 -> 29 52 : sup = 3073.00, conf = 0.99, lift = 0.00
29 40 -> 48 : sup = 2972.00, conf = 0.94, lift = 0.00
29 48 -> 40 : sup = 2972.00, conf = 0.99, lift = 0.00
40 48 -> 29 : sup = 2972.00, conf = 0.99, lift = 0.00
29 -> 40 48 : sup = 2972.00, conf = 0.93, lift = 0.00
40 -> 29 48 : sup = 2972.00, conf = 0.94, lift = 0.00
48 -> 29 40 : sup = 2972.00, conf = 0.99, lift = 0.00
52 -> 66 : sup = 3010.00, conf = 0.95, lift = 0.00
66 -> 52 : sup = 3010.00, conf = 1.00, lift = 0.00
62 -> 56 : sup = 2923.00, conf = 0.96, lift = 0.00
56 -> 62 : sup = 2923.00, conf = 0.97, lift = 0.00
60 -> 58 : sup = 3148.00, conf = 1.00, lift = 0.00
58 -> 60 : sup = 3148.00, conf = 0.99, lift = 0.00
7 60 -> 52 : sup = 3020.00, conf = 1.00, lift = 0.00
52 60 -> 7 : sup = 3020.00, conf = 0.96, lift = 0.00
7 52 -> 60 : sup = 3020.00, conf = 0.99, lift = 0.00
60 -> 7 52 : sup = 3020.00, conf = 0.96, lift = 0.00
7 -> 52 60 : sup = 3020.00, conf = 0.98, lift = 0.00
52 -> 7 60 : sup = 3020.00, conf = 0.95, lift = 0.00
29 56 -> 34 : sup = 2880.00, conf = 0.96, lift = 0.00
29 34 -> 56 : sup = 2880.00, conf = 0.95, lift = 0.00
34 56 -> 29 : sup = 2880.00, conf = 1.00, lift = 0.00
29 -> 34 56 : sup = 2880.00, conf = 0.91, lift = 0.00
56 -> 29 34 : sup = 2880.00, conf = 0.95, lift = 0.00
34 -> 29 56 : sup = 2880.00, conf = 0.95, lift = 0.00
62 -> 58 : sup = 3060.00, conf = 1.00, lift = 0.00
58 -> 62 : sup = 3060.00, conf = 0.96, lift = 0.00
7 62 -> 52 : sup = 2929.00, conf = 1.00, lift = 0.00
52 62 -> 7 : sup = 2929.00, conf = 0.96, lift = 0.00
7 52 -> 62 : sup = 2929.00, conf = 0.96, lift = 0.00
62 -> 7 52 : sup = 2929.00, conf = 0.96, lift = 0.00
7 -> 52 62 : sup = 2929.00, conf = 0.95, lift = 0.00
52 -> 7 62 : sup = 2929.00, conf = 0.92, lift = 0.00
29 58 -> 34 : sup = 3035.00, conf = 0.95, lift = 0.00
29 34 -> 58 : sup = 3035.00, conf = 1.00, lift = 0.00
34 58 -> 29 : sup = 3035.00, conf = 1.00, lift = 0.00
29 -> 34 58 : sup = 3035.00, conf = 0.95, lift = 0.00
58 -> 29 34 : sup = 3035.00, conf = 0.95, lift = 0.00
34 -> 29 58 : sup = 3035.00, conf = 1.00, lift = 0.00
56 58 -> 7 : sup = 2918.00, conf = 0.97, lift = 0.00
7 58 -> 56 : sup = 2918.00, conf = 0.95, lift = 0.00
7 56 -> 58 : sup = 2918.00, conf = 1.00, lift = 0.00
58 -> 7 56 : sup = 2918.00, conf = 0.91, lift = 0.00
56 -> 7 58 : sup = 2918.00, conf = 0.97, lift = 0.00
7 -> 56 58 : sup = 2918.00, conf = 0.95, lift = 0.00
29 56 -> 36 : sup = 2909.00, conf = 0.97, lift = 0.00
29 36 -> 56 : sup = 2909.00, conf = 0.94, lift = 0.00
36 56 -> 29 : sup = 2909.00, conf = 0.99, lift = 0.00
29 -> 36 56 : sup = 2909.00, conf = 0.91, lift = 0.00
56 -> 29 36 : sup = 2909.00, conf = 0.96, lift = 0.00
36 -> 29 56 : sup = 2909.00, conf = 0.94, lift = 0.00
29 40 -> 52 : sup = 3144.00, conf = 1.00, lift = 0.00
29 52 -> 40 : sup = 3144.00, conf = 0.99, lift = 0.00
40 52 -> 29 : sup = 3144.00, conf = 1.00, lift = 0.00
29 -> 40 52 : sup = 3144.00, conf = 0.99, lift = 0.00
40 -> 29 52 : sup = 3144.00, conf = 0.99, lift = 0.00
52 -> 29 40 : sup = 3144.00, conf = 0.99, lift = 0.00
62 -> 60 : sup = 3014.00, conf = 0.98, lift = 0.00
60 -> 62 : sup = 3014.00, conf = 0.96, lift = 0.00
36 52 -> 34 : sup = 2934.00, conf = 0.95, lift = 0.00
34 52 -> 36 : sup = 2934.00, conf = 0.97, lift = 0.00
34 36 -> 52 : sup = 2934.00, conf = 1.00, lift = 0.00
52 -> 34 36 : sup = 2934.00, conf = 0.92, lift = 0.00
36 -> 34 52 : sup = 2934.00, conf = 0.95, lift = 0.00
34 -> 36 52 : sup = 2934.00, conf = 0.97, lift = 0.00
7 29 52 -> 34 : sup = 2919.00, conf = 0.95, lift = 0.00
7 29 34 -> 52 : sup = 2919.00, conf = 1.00, lift = 0.00
29 34 52 -> 7 : sup = 2919.00, conf = 0.96, lift = 0.00
7 34 52 -> 29 : sup = 2919.00, conf = 1.00, lift = 0.00
7 29 -> 34 52 : sup = 2919.00, conf = 0.95, lift = 0.00
29 52 -> 7 34 : sup = 2919.00, conf = 0.92, lift = 0.00
7 52 -> 29 34 : sup = 2919.00, conf = 0.95, lift = 0.00
29 34 -> 7 52 : sup = 2919.00, conf = 0.96, lift = 0.00
7 34 -> 29 52 : sup = 2919.00, conf = 1.00, lift = 0.00
34 52 -> 7 29 : sup = 2919.00, conf = 0.96, lift = 0.00
29 -> 7 34 52 : sup = 2919.00, conf = 0.92, lift = 0.00
7 -> 29 34 52 : sup = 2919.00, conf = 0.95, lift = 0.00
52 -> 7 29 34 : sup = 2919.00, conf = 0.92, lift = 0.00
34 -> 7 29 52 : sup = 2919.00, conf = 0.96, lift = 0.00
29 60 -> 34 : sup = 2991.00, conf = 0.95, lift = 0.00
29 34 -> 60 : sup = 2991.00, conf = 0.99, lift = 0.00
34 60 -> 29 : sup = 2991.00, conf = 1.00, lift = 0.00
29 -> 34 60 : sup = 2991.00, conf = 0.94, lift = 0.00
60 -> 29 34 : sup = 2991.00, conf = 0.95, lift = 0.00
34 -> 29 60 : sup = 2991.00, conf = 0.98, lift = 0.00
58 60 -> 5 : sup = 2923.00, conf = 0.93, lift = 0.00
5 60 -> 58 : sup = 2923.00, conf = 1.00, lift = 0.00
5 58 -> 60 : sup = 2923.00, conf = 0.98, lift = 0.00
60 -> 5 58 : sup = 2923.00, conf = 0.93, lift = 0.00
58 -> 5 60 : sup = 2923.00, conf = 0.91, lift = 0.00
5 -> 58 60 : sup = 2923.00, conf = 0.98, lift = 0.00
29 58 -> 36 : sup = 3083.00, conf = 0.97, lift = 0.00
29 36 -> 58 : sup = 3083.00, conf = 1.00, lift = 0.00
36 58 -> 29 : sup = 3083.00, conf = 1.00, lift = 0.00
29 -> 36 58 : sup = 3083.00, conf = 0.97, lift = 0.00
58 -> 29 36 : sup = 3083.00, conf = 0.96, lift = 0.00
36 -> 29 58 : sup = 3083.00, conf = 0.99, lift = 0.00
58 -> 66 : sup = 3020.00, conf = 0.95, lift = 0.00
66 -> 58 : sup = 3020.00, conf = 1.00, lift = 0.00
36 40 -> 48 : sup = 2961.00, conf = 0.96, lift = 0.00
40 48 -> 36 : sup = 2961.00, conf = 0.99, lift = 0.00
36 48 -> 40 : sup = 2961.00, conf = 0.99, lift = 0.00
40 -> 36 48 : sup = 2961.00, conf = 0.93, lift = 0.00
36 -> 40 48 : sup = 2961.00, conf = 0.96, lift = 0.00
48 -> 36 40 : sup = 2961.00, conf = 0.98, lift = 0.00
7 29 52 -> 36 : sup = 2961.00, conf = 0.97, lift = 0.00
7 29 36 -> 52 : sup = 2961.00, conf = 1.00, lift = 0.00
29 36 52 -> 7 : sup = 2961.00, conf = 0.96, lift = 0.00
7 36 52 -> 29 : sup = 2961.00, conf = 1.00, lift = 0.00
7 29 -> 36 52 : sup = 2961.00, conf = 0.96, lift = 0.00
29 52 -> 7 36 : sup = 2961.00, conf = 0.93, lift = 0.00
7 52 -> 29 36 : sup = 2961.00, conf = 0.97, lift = 0.00
29 36 -> 7 52 : sup = 2961.00, conf = 0.96, lift = 0.00
7 36 -> 29 52 : sup = 2961.00, conf = 0.99, lift = 0.00
36 52 -> 7 29 : sup = 2961.00, conf = 0.96, lift = 0.00
29 -> 7 36 52 : sup = 2961.00, conf = 0.93, lift = 0.00
7 -> 29 36 52 : sup = 2961.00, conf = 0.96, lift = 0.00
52 -> 7 29 36 : sup = 2961.00, conf = 0.93, lift = 0.00
36 -> 7 29 52 : sup = 2961.00, conf = 0.96, lift = 0.00
7 52 -> 66 : sup = 2895.00, conf = 0.94, lift = 0.00
7 66 -> 52 : sup = 2895.00, conf = 1.00, lift = 0.00
52 66 -> 7 : sup = 2895.00, conf = 0.96, lift = 0.00
7 -> 52 66 : sup = 2895.00, conf = 0.94, lift = 0.00
52 -> 7 66 : sup = 2895.00, conf = 0.91, lift = 0.00
66 -> 7 52 : sup = 2895.00, conf = 0.96, lift = 0.00
29 62 -> 34 : sup = 2909.00, conf = 0.96, lift = 0.00
34 62 -> 29 : sup = 2909.00, conf = 1.00, lift = 0.00
29 34 -> 62 : sup = 2909.00, conf = 0.96, lift = 0.00
62 -> 29 34 : sup = 2909.00, conf = 0.95, lift = 0.00
29 -> 34 62 : sup = 2909.00, conf = 0.91, lift = 0.00
34 -> 29 62 : sup = 2909.00, conf = 0.96, lift = 0.00
29 60 -> 36 : sup = 3039.00, conf = 0.97, lift = 0.00
29 36 -> 60 : sup = 3039.00, conf = 0.99, lift = 0.00
36 60 -> 29 : sup = 3039.00, conf = 1.00, lift = 0.00
29 -> 36 60 : sup = 3039.00, conf = 0.96, lift = 0.00
60 -> 29 36 : sup = 3039.00, conf = 0.97, lift = 0.00
36 -> 29 60 : sup = 3039.00, conf = 0.98, lift = 0.00
58 60 -> 7 : sup = 3030.00, conf = 0.96, lift = 0.00
7 60 -> 58 : sup = 3030.00, conf = 1.00, lift = 0.00
7 58 -> 60 : sup = 3030.00, conf = 0.99, lift = 0.00
60 -> 7 58 : sup = 3030.00, conf = 0.96, lift = 0.00
58 -> 7 60 : sup = 3030.00, conf = 0.95, lift = 0.00
7 -> 58 60 : sup = 3030.00, conf = 0.99, lift = 0.00
29 56 -> 40 : sup = 2981.00, conf = 0.99, lift = 0.00
29 40 -> 56 : sup = 2981.00, conf = 0.94, lift = 0.00
40 56 -> 29 : sup = 2981.00, conf = 0.99, lift = 0.00
29 -> 40 56 : sup = 2981.00, conf = 0.94, lift = 0.00
56 -> 29 40 : sup = 2981.00, conf = 0.99, lift = 0.00
40 -> 29 56 : sup = 2981.00, conf = 0.94, lift = 0.00
60 -> 66 : sup = 3021.00, conf = 0.96, lift = 0.00
66 -> 60 : sup = 3021.00, conf = 1.00, lift = 0.00
40 52 -> 34 : sup = 3008.00, conf = 0.95, lift = 0.00
34 40 -> 52 : sup = 3008.00, conf = 1.00, lift = 0.00
34 52 -> 40 : sup = 3008.00, conf = 0.99, lift = 0.00
40 -> 34 52 : sup = 3008.00, conf = 0.95, lift = 0.00
52 -> 34 40 : sup = 3008.00, conf = 0.94, lift = 0.00
34 -> 40 52 : sup = 3008.00, conf = 0.99, lift = 0.00
5 29 58 -> 34 : sup = 2884.00, conf = 0.97, lift = 0.00
29 34 58 -> 5 : sup = 2884.00, conf = 0.95, lift = 0.00
5 29 34 -> 58 : sup = 2884.00, conf = 1.00, lift = 0.00
5 34 58 -> 29 : sup = 2884.00, conf = 1.00, lift = 0.00
29 58 -> 5 34 : sup = 2884.00, conf = 0.91, lift = 0.00
5 29 -> 34 58 : sup = 2884.00, conf = 0.97, lift = 0.00
5 58 -> 29 34 : sup = 2884.00, conf = 0.97, lift = 0.00
29 34 -> 5 58 : sup = 2884.00, conf = 0.95, lift = 0.00
34 58 -> 5 29 : sup = 2884.00, conf = 0.95, lift = 0.00
5 34 -> 29 58 : sup = 2884.00, conf = 1.00, lift = 0.00
29 -> 5 34 58 : sup = 2884.00, conf = 0.91, lift = 0.00
58 -> 5 29 34 : sup = 2884.00, conf = 0.90, lift = 0.00
5 -> 29 34 58 : sup = 2884.00, conf = 0.97, lift = 0.00
34 -> 5 29 58 : sup = 2884.00, conf = 0.95, lift = 0.00
5 29 40 -> 52 : sup = 2932.00, conf = 1.00, lift = 0.00
29 40 52 -> 5 : sup = 2932.00, conf = 0.93, lift = 0.00
5 29 52 -> 40 : sup = 2932.00, conf = 0.99, lift = 0.00
5 40 52 -> 29 : sup = 2932.00, conf = 1.00, lift = 0.00
29 40 -> 5 52 : sup = 2932.00, conf = 0.93, lift = 0.00
5 29 -> 40 52 : sup = 2932.00, conf = 0.99, lift = 0.00
5 40 -> 29 52 : sup = 2932.00, conf = 0.99, lift = 0.00
29 52 -> 5 40 : sup = 2932.00, conf = 0.92, lift = 0.00
40 52 -> 5 29 : sup = 2932.00, conf = 0.93, lift = 0.00
5 52 -> 29 40 : sup = 2932.00, conf = 0.99, lift = 0.00
29 -> 5 40 52 : sup = 2932.00, conf = 0.92, lift = 0.00
40 -> 5 29 52 : sup = 2932.00, conf = 0.92, lift = 0.00
5 -> 29 40 52 : sup = 2932.00, conf = 0.99, lift = 0.00
52 -> 5 29 40 : sup = 2932.00, conf = 0.92, lift = 0.00
29 62 -> 36 : sup = 2948.00, conf = 0.97, lift = 0.00
36 62 -> 29 : sup = 2948.00, conf = 0.99, lift = 0.00
29 36 -> 62 : sup = 2948.00, conf = 0.96, lift = 0.00
62 -> 29 36 : sup = 2948.00, conf = 0.96, lift = 0.00
29 -> 36 62 : sup = 2948.00, conf = 0.93, lift = 0.00
36 -> 29 62 : sup = 2948.00, conf = 0.95, lift = 0.00
58 62 -> 7 : sup = 2940.00, conf = 0.96, lift = 0.00
7 62 -> 58 : sup = 2940.00, conf = 1.00, lift = 0.00
7 58 -> 62 : sup = 2940.00, conf = 0.96, lift = 0.00
62 -> 7 58 : sup = 2940.00, conf = 0.96, lift = 0.00
58 -> 7 62 : sup = 2940.00, conf = 0.92, lift = 0.00
7 -> 58 62 : sup = 2940.00, conf = 0.96, lift = 0.00
29 58 -> 40 : sup = 3154.00, conf = 0.99, lift = 0.00
29 40 -> 58 : sup = 3154.00, conf = 1.00, lift = 0.00
40 58 -> 29 : sup = 3154.00, conf = 1.00, lift = 0.00
29 -> 40 58 : sup = 3154.00, conf = 0.99, lift = 0.00
58 -> 29 40 : sup = 3154.00, conf = 0.99, lift = 0.00
40 -> 29 58 : sup = 3154.00, conf = 0.99, lift = 0.00
62 -> 66 : sup = 2892.00, conf = 0.95, lift = 0.00
66 -> 62 : sup = 2892.00, conf = 0.96, lift = 0.00
36 58 -> 34 : sup = 2942.00, conf = 0.95, lift = 0.00
34 58 -> 36 : sup = 2942.00, conf = 0.97, lift = 0.00
34 36 -> 58 : sup = 2942.00, conf = 1.00, lift = 0.00
58 -> 34 36 : sup = 2942.00, conf = 0.92, lift = 0.00
36 -> 34 58 : sup = 2942.00, conf = 0.95, lift = 0.00
34 -> 36 58 : sup = 2942.00, conf = 0.97, lift = 0.00
40 52 -> 36 : sup = 3062.00, conf = 0.97, lift = 0.00
36 40 -> 52 : sup = 3062.00, conf = 1.00, lift = 0.00
36 52 -> 40 : sup = 3062.00, conf = 0.99, lift = 0.00
40 -> 36 52 : sup = 3062.00, conf = 0.97, lift = 0.00
52 -> 36 40 : sup = 3062.00, conf = 0.96, lift = 0.00
36 -> 40 52 : sup = 3062.00, conf = 0.99, lift = 0.00
7 29 58 -> 34 : sup = 2927.00, conf = 0.95, lift = 0.00
29 34 58 -> 7 : sup = 2927.00, conf = 0.96, lift = 0.00
7 29 34 -> 58 : sup = 2927.00, conf = 1.00, lift = 0.00
7 34 58 -> 29 : sup = 2927.00, conf = 1.00, lift = 0.00
29 58 -> 7 34 : sup = 2927.00, conf = 0.92, lift = 0.00
7 29 -> 34 58 : sup = 2927.00, conf = 0.95, lift = 0.00
7 58 -> 29 34 : sup = 2927.00, conf = 0.95, lift = 0.00
29 34 -> 7 58 : sup = 2927.00, conf = 0.96, lift = 0.00
34 58 -> 7 29 : sup = 2927.00, conf = 0.96, lift = 0.00
7 34 -> 29 58 : sup = 2927.00, conf = 1.00, lift = 0.00
29 -> 7 34 58 : sup = 2927.00, conf = 0.92, lift = 0.00
58 -> 7 29 34 : sup = 2927.00, conf = 0.92, lift = 0.00
7 -> 29 34 58 : sup = 2927.00, conf = 0.95, lift = 0.00
34 -> 7 29 58 : sup = 2927.00, conf = 0.96, lift = 0.00
7 29 40 -> 52 : sup = 3032.00, conf = 1.00, lift = 0.00
29 40 52 -> 7 : sup = 3032.00, conf = 0.96, lift = 0.00
7 29 52 -> 40 : sup = 3032.00, conf = 0.99, lift = 0.00
7 40 52 -> 29 : sup = 3032.00, conf = 1.00, lift = 0.00
29 40 -> 7 52 : sup = 3032.00, conf = 0.96, lift = 0.00
7 29 -> 40 52 : sup = 3032.00, conf = 0.99, lift = 0.00
7 40 -> 29 52 : sup = 3032.00, conf = 0.99, lift = 0.00
29 52 -> 7 40 : sup = 3032.00, conf = 0.96, lift = 0.00
40 52 -> 7 29 : sup = 3032.00, conf = 0.96, lift = 0.00
7 52 -> 29 40 : sup = 3032.00, conf = 0.99, lift = 0.00
29 -> 7 40 52 : sup = 3032.00, conf = 0.95, lift = 0.00
40 -> 7 29 52 : sup = 3032.00, conf = 0.96, lift = 0.00
7 -> 29 40 52 : sup = 3032.00, conf = 0.99, lift = 0.00
52 -> 7 29 40 : sup = 3032.00, conf = 0.95, lift = 0.00
29 66 -> 34 : sup = 2882.00, conf = 0.96, lift = 0.00
29 34 -> 66 : sup = 2882.00, conf = 0.95, lift = 0.00
34 66 -> 29 : sup = 2882.00, conf = 1.00, lift = 0.00
29 -> 34 66 : sup = 2882.00, conf = 0.91, lift = 0.00
66 -> 29 34 : sup = 2882.00, conf = 0.95, lift = 0.00
34 -> 29 66 : sup = 2882.00, conf = 0.95, lift = 0.00
60 62 -> 7 : sup = 2896.00, conf = 0.96, lift = 0.00
7 62 -> 60 : sup = 2896.00, conf = 0.99, lift = 0.00
7 60 -> 62 : sup = 2896.00, conf = 0.96, lift = 0.00
62 -> 7 60 : sup = 2896.00, conf = 0.95, lift = 0.00
60 -> 7 62 : sup = 2896.00, conf = 0.92, lift = 0.00
7 -> 60 62 : sup = 2896.00, conf = 0.94, lift = 0.00
29 60 -> 40 : sup = 3111.00, conf = 0.99, lift = 0.00
29 40 -> 60 : sup = 3111.00, conf = 0.99, lift = 0.00
40 60 -> 29 : sup = 3111.00, conf = 1.00, lift = 0.00
29 -> 40 60 : sup = 3111.00, conf = 0.98, lift = 0.00
60 -> 29 40 : sup = 3111.00, conf = 0.99, lift = 0.00
40 -> 29 60 : sup = 3111.00, conf = 0.98, lift = 0.00
29 52 -> 48 : sup = 2987.00, conf = 0.94, lift = 0.00
29 48 -> 52 : sup = 2987.00, conf = 1.00, lift = 0.00
48 52 -> 29 : sup = 2987.00, conf = 1.00, lift = 0.00
29 -> 48 52 : sup = 2987.00, conf = 0.94, lift = 0.00
52 -> 29 48 : sup = 2987.00, conf = 0.94, lift = 0.00
48 -> 29 52 : sup = 2987.00, conf = 0.99, lift = 0.00
36 60 -> 34 : sup = 2898.00, conf = 0.95, lift = 0.00
34 60 -> 36 : sup = 2898.00, conf = 0.97, lift = 0.00
34 36 -> 60 : sup = 2898.00, conf = 0.98, lift = 0.00
60 -> 34 36 : sup = 2898.00, conf = 0.92, lift = 0.00
36 -> 34 60 : sup = 2898.00, conf = 0.94, lift = 0.00
34 -> 36 60 : sup = 2898.00, conf = 0.95, lift = 0.00
7 29 60 -> 34 : sup = 2883.00, conf = 0.95, lift = 0.00
29 34 60 -> 7 : sup = 2883.00, conf = 0.96, lift = 0.00
7 29 34 -> 60 : sup = 2883.00, conf = 0.98, lift = 0.00
7 34 60 -> 29 : sup = 2883.00, conf = 1.00, lift = 0.00
29 60 -> 7 34 : sup = 2883.00, conf = 0.92, lift = 0.00
7 29 -> 34 60 : sup = 2883.00, conf = 0.94, lift = 0.00
7 60 -> 29 34 : sup = 2883.00, conf = 0.95, lift = 0.00
29 34 -> 7 60 : sup = 2883.00, conf = 0.95, lift = 0.00
34 60 -> 7 29 : sup = 2883.00, conf = 0.96, lift = 0.00
7 34 -> 29 60 : sup = 2883.00, conf = 0.98, lift = 0.00
29 -> 7 34 60 : sup = 2883.00, conf = 0.91, lift = 0.00
60 -> 7 29 34 : sup = 2883.00, conf = 0.92, lift = 0.00
7 -> 29 34 60 : sup = 2883.00, conf = 0.94, lift = 0.00
34 -> 7 29 60 : sup = 2883.00, conf = 0.95, lift = 0.00
7 29 58 -> 36 : sup = 2971.00, conf = 0.97, lift = 0.00
29 36 58 -> 7 : sup = 2971.00, conf = 0.96, lift = 0.00
7 29 36 -> 58 : sup = 2971.00, conf = 1.00, lift = 0.00
7 36 58 -> 29 : sup = 2971.00, conf = 1.00, lift = 0.00
29 58 -> 7 36 : sup = 2971.00, conf = 0.93, lift = 0.00
7 29 -> 36 58 : sup = 2971.00, conf = 0.97, lift = 0.00
7 58 -> 29 36 : sup = 2971.00, conf = 0.97, lift = 0.00
29 36 -> 7 58 : sup = 2971.00, conf = 0.96, lift = 0.00
36 58 -> 7 29 : sup = 2971.00, conf = 0.96, lift = 0.00
7 36 -> 29 58 : sup = 2971.00, conf = 1.00, lift = 0.00
29 -> 7 36 58 : sup = 2971.00, conf = 0.93, lift = 0.00
58 -> 7 29 36 : sup = 2971.00, conf = 0.93, lift = 0.00
7 -> 29 36 58 : sup = 2971.00, conf = 0.97, lift = 0.00
36 -> 7 29 58 : sup = 2971.00, conf = 0.96, lift = 0.00
29 36 -> 66 : sup = 2916.00, conf = 0.95, lift = 0.00
29 66 -> 36 : sup = 2916.00, conf = 0.97, lift = 0.00
36 66 -> 29 : sup = 2916.00, conf = 1.00, lift = 0.00
29 -> 36 66 : sup = 2916.00, conf = 0.92, lift = 0.00
36 -> 29 66 : sup = 2916.00, conf = 0.94, lift = 0.00
66 -> 29 36 : sup = 2916.00, conf = 0.97, lift = 0.00
7 58 -> 66 : sup = 2905.00, conf = 0.94, lift = 0.00
58 66 -> 7 : sup = 2905.00, conf = 0.96, lift = 0.00
7 66 -> 58 : sup = 2905.00, conf = 1.00, lift = 0.00
58 -> 7 66 : sup = 2905.00, conf = 0.91, lift = 0.00
7 -> 58 66 : sup = 2905.00, conf = 0.94, lift = 0.00
66 -> 7 58 : sup = 2905.00, conf = 0.96, lift = 0.00
29 62 -> 40 : sup = 3030.00, conf = 1.00, lift = 0.00
40 62 -> 29 : sup = 3030.00, conf = 1.00, lift = 0.00
29 40 -> 62 : sup = 3030.00, conf = 0.96, lift = 0.00
62 -> 29 40 : sup = 3030.00, conf = 0.99, lift = 0.00
29 -> 40 62 : sup = 3030.00, conf = 0.95, lift = 0.00
40 -> 29 62 : sup = 3030.00, conf = 0.96, lift = 0.00
40 58 -> 34 : sup = 3016.00, conf = 0.95, lift = 0.00
34 58 -> 40 : sup = 3016.00, conf = 0.99, lift = 0.00
34 40 -> 58 : sup = 3016.00, conf = 1.00, lift = 0.00
58 -> 34 40 : sup = 3016.00, conf = 0.94, lift = 0.00
40 -> 34 58 : sup = 3016.00, conf = 0.95, lift = 0.00
34 -> 40 58 : sup = 3016.00, conf = 0.99, lift = 0.00
40 56 -> 36 : sup = 2899.00, conf = 0.97, lift = 0.00
36 56 -> 40 : sup = 2899.00, conf = 0.99, lift = 0.00
36 40 -> 56 : sup = 2899.00, conf = 0.94, lift = 0.00
56 -> 36 40 : sup = 2899.00, conf = 0.96, lift = 0.00
40 -> 36 56 : sup = 2899.00, conf = 0.91, lift = 0.00
36 -> 40 56 : sup = 2899.00, conf = 0.94, lift = 0.00
7 29 60 -> 36 : sup = 2927.00, conf = 0.97, lift = 0.00
29 36 60 -> 7 : sup = 2927.00, conf = 0.96, lift = 0.00
7 29 36 -> 60 : sup = 2927.00, conf = 0.98, lift = 0.00
7 36 60 -> 29 : sup = 2927.00, conf = 1.00, lift = 0.00
29 60 -> 7 36 : sup = 2927.00, conf = 0.93, lift = 0.00
7 29 -> 36 60 : sup = 2927.00, conf = 0.95, lift = 0.00
7 60 -> 29 36 : sup = 2927.00, conf = 0.97, lift = 0.00
29 36 -> 7 60 : sup = 2927.00, conf = 0.95, lift = 0.00
36 60 -> 7 29 : sup = 2927.00, conf = 0.96, lift = 0.00
7 36 -> 29 60 : sup = 2927.00, conf = 0.98, lift = 0.00
29 -> 7 36 60 : sup = 2927.00, conf = 0.92, lift = 0.00
60 -> 7 29 36 : sup = 2927.00, conf = 0.93, lift = 0.00
7 -> 29 36 60 : sup = 2927.00, conf = 0.95, lift = 0.00
36 -> 7 29 60 : sup = 2927.00, conf = 0.94, lift = 0.00
29 40 58 -> 5 : sup = 2942.00, conf = 0.93, lift = 0.00
5 29 58 -> 40 : sup = 2942.00, conf = 0.99, lift = 0.00
5 29 40 -> 58 : sup = 2942.00, conf = 1.00, lift = 0.00
5 40 58 -> 29 : sup = 2942.00, conf = 1.00, lift = 0.00
29 58 -> 5 40 : sup = 2942.00, conf = 0.93, lift = 0.00
29 40 -> 5 58 : sup = 2942.00, conf = 0.93, lift = 0.00
40 58 -> 5 29 : sup = 2942.00, conf = 0.93, lift = 0.00
5 29 -> 40 58 : sup = 2942.00, conf = 0.99, lift = 0.00
5 58 -> 29 40 : sup = 2942.00, conf = 0.99, lift = 0.00
5 40 -> 29 58 : sup = 2942.00, conf = 1.00, lift = 0.00
29 -> 5 40 58 : sup = 2942.00, conf = 0.92, lift = 0.00
58 -> 5 29 40 : sup = 2942.00, conf = 0.92, lift = 0.00
40 -> 5 29 58 : sup = 2942.00, conf = 0.93, lift = 0.00
5 -> 29 40 58 : sup = 2942.00, conf = 0.99, lift = 0.00
29 40 56 -> 7 : sup = 2887.00, conf = 0.97, lift = 0.00
7 29 56 -> 40 : sup = 2887.00, conf = 0.99, lift = 0.00
