Antecedent,Consequent,Support,Confidence,Lift,Conviction
"7 58","56",2918.0000,0.9489,0.0003,-59149.6815
"7 56","58",2918.0000,0.9997,0.0003,-9323286.0000
"58","7 56",2918.0000,0.9133,0.0003,-33657.0758
"56","7 58",2918.0000,0.9659,0.0003,-90160.7184
"7","56 58",2918.0000,0.9486,0.0003,-58774.9620
"29 56","36",2909.0000,0.9677,0.0003,-96006.0619
"29 36","56",2909.0000,0.9433,0.0003,-53221.0286
"36 56","29",2909.0000,0.9949,0.0003,-619888.0000
"29","36 56",2909.0000,0.9145,0.0003,-34184.0551
"56","29 36",2909.0000,0.9629,0.0003,-83158.4196
"36","29 56",2909.0000,0.9387,0.0003,-49013.1316
"29 40","52",3144.0000,0.9965,0.0003,-913229.0909
"29 52","40",3144.0000,0.9918,0.0003,-386374.2308
"40 52","29",3144.0000,0.9953,0.0003,-669708.0000
"29","40 52",3144.0000,0.9884,0.0003,-271502.6486
"40","29 52",3144.0000,0.9918,0.0003,-386374.2308
"52","29 40",3144.0000,0.9871,0.0003,-245011.9512
"62","60",3014.0000,0.9850,0.0003,-209410.4348
"60","62",3014.0000,0.9571,0.0003,-71354.0074
"36 52","34",2934.0000,0.9501,0.0003,-60937.8701
"34 52","36",2934.0000,0.9680,0.0003,-96804.5155
"34 36","52",2934.0000,0.9969,0.0003,-1041168.0000
"52","34 36",2934.0000,0.9212,0.0003,-37331.7530
"36","34 52",2934.0000,0.9468,0.0003,-56908.9091
"34","36 52",2934.0000,0.9651,0.0003,-88532.8302
"7 29 52","34",2919.0000,0.9545,0.0003,-66858.0000
"7 29 34","52",2919.0000,0.9969,0.0003,-1035861.3333
"29 34 52","7",2919.0000,0.9643,0.0003,-86185.4167
"7 34 52","29",2919.0000,0.9993,0.0003,-4644390.0000
"7 29","34 52",2919.0000,0.9511,0.0003,-61993.8000
"29 52","7 34",2919.0000,0.9208,0.0003,-36991.7530
"7 52","29 34",2919.0000,0.9524,0.0003,-63714.2123
"29 34","7 52",2919.0000,0.9615,0.0003,-79506.8718
"7 34","29 52",2919.0000,0.9962,0.0003,-844106.3636
"34 52","7 29",2919.0000,0.9630,0.0003,-83027.7500
"29","7 34 52",2919.0000,0.9176,0.0003,-35452.3664
"7","29 34 52",2919.0000,0.9490,0.0003,-59286.4713
"52","7 29 34",2919.0000,0.9165,0.0003,-35046.9737
"34","7 29 52",2919.0000,0.9602,0.0003,-76803.9669
"29 60","34",2991.0000,0.9538,0.0003,-65726.2345
"29 34","60",2991.0000,0.9852,0.0003,-212385.0667
"34 60","29",2991.0000,0.9987,0.0003,-2381025.0000
"29","34 60",2991.0000,0.9403,0.0003,-50125.8632
"60","29 34",2991.0000,0.9498,0.0003,-60488.7025
"34","29 60",2991.0000,0.9839,0.0003,-194497.9592
"58 60","5",2923.0000,0.9285,0.0003,-41553.6000
"5 60","58",2923.0000,0.9997,0.0003,-9339256.0000
"5 58","60",2923.0000,0.9842,0.0003,-198926.8085
"60","5 58",2923.0000,0.9282,0.0003,-41368.9425
"58","5 60",2923.0000,0.9149,0.0003,-34334.5037
"5","58 60",2923.0000,0.9838,0.0003,-194786.1875
"29 58","36",3083.0000,0.9695,0.0003,-101563.2990
"29 36","58",3083.0000,0.9997,0.0003,-9850296.0000
"36 58","29",3083.0000,0.9952,0.0003,-656776.0000
"29","36 58",3083.0000,0.9692,0.0003,-100526.0918
"58","29 36",3083.0000,0.9649,0.0003,-87948.0804
"36","29 58",3083.0000,0.9948,0.0003,-615732.5625
"58","66",3020.0000,0.9452,0.0003,-55136.5714
"66","58",3020.0000,0.9997,0.0003,-9649074.0000
"36 40","48",2961.0000,0.9636,0.0003,-82641.7500
"40 48","36",2961.0000,0.9913,0.0003,-355912.5385
"36 48","40",2961.0000,0.9913,0.0003,-364069.3462
"40","36 48",2961.0000,0.9341,0.0003,-45290.0478
"36","40 48",2961.0000,0.9555,0.0003,-67055.1739
"48","36 40",2961.0000,0.9827,0.0003,-177998.7692
"7 29 52","36",2961.0000,0.9683,0.0003,-97666.8454
"7 29 36","52",2961.0000,0.9963,0.0003,-860258.9091
"29 36 52","7",2961.0000,0.9636,0.0003,-84370.3125
"7 36 52","29",2961.0000,0.9976,0.0003,-1348320.0000
"7 29","36 52",2961.0000,0.9648,0.0003,-87722.2500
"29 52","7 36",2961.0000,0.9341,0.0003,-45168.7081
"7 52","29 36",2961.0000,0.9661,0.0003,-90859.5673
"29 36","7 52",2961.0000,0.9601,0.0003,-76824.1951
"7 36","29 52",2961.0000,0.9940,0.0003,-524469.5000
"36 52","7 29",2961.0000,0.9589,0.0003,-74598.2992
"29","7 36 52",2961.0000,0.9308,0.0003,-42900.1227
"7","29 36 52",2961.0000,0.9626,0.0003,-82169.3217
"52","7 29 36",2961.0000,0.9297,0.0003,-42243.9063
"36","7 29 52",2961.0000,0.9555,0.0003,-68649.5870
"7 52","66",2895.0000,0.9445,0.0003,-54448.8235
"7 66","52",2895.0000,0.9962,0.0003,-841154.9091
"52 66","7",2895.0000,0.9618,0.0003,-80484.7826
"7","52 66",2895.0000,0.9412,0.0003,-51136.3757
"52","7 66",2895.0000,0.9089,0.0003,-31904.9138
"66","7 52",2895.0000,0.9583,0.0003,-73463.0476
"29 62","34",2909.0000,0.9553,0.0003,-68042.3162
"34 62","29",2909.0000,0.9986,0.0003,-2315835.0000
"29 34","62",2909.0000,0.9582,0.0003,-73126.9606
"62","29 34",2909.0000,0.9507,0.0003,-61503.9735
"29","34 62",2909.0000,0.9145,0.0003,-34055.4118
"34","29 62",2909.0000,0.9569,0.0003,-70639.3893
"29 60","36",3039.0000,0.9691,0.0003,-100158.0206
"29 36","60",3039.0000,0.9854,0.0003,-215742.9333
"36 60","29",3039.0000,0.9957,0.0003,-746566.1538
"29","36 60",3039.0000,0.9554,0.0003,-68346.6972
"60","29 36",3039.0000,0.9651,0.0003,-88257.8818
"36","29 60",3039.0000,0.9806,0.0003,-161922.7500
"58 60","7",3030.0000,0.9625,0.0003,-82034.7458
"7 60","58",3030.0000,0.9997,0.0003,-9681014.0000
"7 58","60",3030.0000,0.9854,0.0003,-215113.3333
"60","7 58",3030.0000,0.9622,0.0003,-81344.7563
"58","7 60",3030.0000,0.9484,0.0003,-58671.8182
"7","58 60",3030.0000,0.9850,0.0003,-210438.5217
"29 56","40",2981.0000,0.9917,0.0003,-381040.5600
"29 40","56",2981.0000,0.9448,0.0003,-54759.1954
"40 56","29",2981.0000,0.9950,0.0003,-635152.0000
"29","40 56",2981.0000,0.9371,0.0003,-47635.4750
"56","29 40",2981.0000,0.9868,0.0003,-238205.8500
"40","29 56",2981.0000,0.9404,0.0003,-50401.3228
"60","66",3021.0000,0.9594,0.0003,-74296.7188
"66","60",3021.0000,1.0000,0.0003,Infinity
"40 52","34",3008.0000,0.9522,0.0003,-63577.4901
"34 40","52",3008.0000,0.9970,0.0003,-1067347.5556
"34 52","40",3008.0000,0.9924,0.0003,-417619.0870
"40","34 52",3008.0000,0.9489,0.0003,-59290.7407
"52","34 40",3008.0000,0.9444,0.0003,-54270.9605
"34","40 52",3008.0000,0.9895,0.0003,-300010.0000
"5 29 58","34",2884.0000,0.9733,0.0003,-113981.7342
"29 34 58","5",2884.0000,0.9502,0.0003,-59695.0331
"5 29 34","58",2884.0000,0.9997,0.0003,-9214690.0000
"5 34 58","29",2884.0000,0.9986,0.0003,-2295960.0000
"29 58","5 34",2884.0000,0.9069,0.0003,-31026.4865
"5 29","34 58",2884.0000,0.9730,0.0003,-112557.9000
"5 58","29 34",2884.0000,0.9710,0.0003,-104813.3721
"29 34","5 58",2884.0000,0.9499,0.0003,-59301.8684
"34 58","5 29",2884.0000,0.9490,0.0003,-58093.9161
"5 34","29 58",2884.0000,0.9983,0.0003,-1836826.2000
"29","5 34 58",2884.0000,0.9066,0.0003,-30921.0337
"58","5 29 34",2884.0000,0.9027,0.0003,-29628.2315
"5","29 34 58",2884.0000,0.9707,0.0003,-103609.3563
"34","5 29 58",2884.0000,0.9487,0.0003,-57721.0256
"5 29 40","52",2932.0000,0.9963,0.0003,-851864.7273
"29 40 52","5",2932.0000,0.9326,0.0003,-44045.6604
"5 29 52","40",2932.0000,0.9929,0.0003,-445621.7619
"5 40 52","29",2932.0000,0.9976,0.0003,-1335145.7143
"29 40","5 52",2932.0000,0.9293,0.0003,-41863.8789
"5 29","40 52",2932.0000,0.9892,0.0003,-292509.7500
"5 40","29 52",2932.0000,0.9939,0.0003,-519363.8889
"29 52","5 40",2932.0000,0.9249,0.0003,-39278.6975
"40 52","5 29",2932.0000,0.9281,0.0003,-41233.9956
"5 52","29 40",2932.0000,0.9905,0.0003,-333422.8571
"29","5 40 52",2932.0000,0.9217,0.0003,-37533.2450
"40","5 29 52",2932.0000,0.9249,0.0003,-39318.6555
"5","29 40 52",2932.0000,0.9869,0.0003,-239432.1282
"52","5 29 40",2932.0000,0.9206,0.0003,-37036.6403
"29 62","36",2948.0000,0.9681,0.0003,-97251.6495
"36 62","29",2948.0000,0.9949,0.0003,-628156.0000
"29 36","62",2948.0000,0.9559,0.0003,-69367.3235
"62","29 36",2948.0000,0.9634,0.0003,-84231.9643
"29","36 62",2948.0000,0.9268,0.0003,-40438.2918
"36","29 62",2948.0000,0.9513,0.0003,-62472.5563
"58 62","7",2940.0000,0.9608,0.0003,-78412.5000
"7 62","58",2940.0000,1.0000,0.0003,Infinity
"7 58","62",2940.0000,0.9561,0.0003,-69677.2222
"62","7 58",2940.0000,0.9608,0.0003,-78387.0000
"58","7 62",2940.0000,0.9202,0.0003,-36823.9412
"7","58 62",2940.0000,0.9558,0.0003,-69187.3824
"29 58","40",3154.0000,0.9918,0.0003,-387593.0769
"29 40","58",3154.0000,0.9997,0.0003,-10077070.0000
"40 58","29",3154.0000,0.9953,0.0003,-671828.0000
"29","40 58",3154.0000,0.9915,0.0003,-373237.3333
"58","29 40",3154.0000,0.9872,0.0003,-245781.2195
"40","29 58",3154.0000,0.9950,0.0003,-629839.3750
"62","66",2892.0000,0.9451,0.0003,-55007.1429
"66","62",2892.0000,0.9573,0.0003,-71637.5116
"36 58","34",2942.0000,0.9496,0.0003,-60351.4231
"34 58","36",2942.0000,0.9681,0.0003,-97060.0206
"34 36","58",2942.0000,0.9997,0.0003,-9399942.0000
"58","34 36",2942.0000,0.9208,0.0003,-37152.9249
"36","34 58",2942.0000,0.9493,0.0003,-59966.6369
"34","36 58",2942.0000,0.9678,0.0003,-96070.2041
"40 52","36",3062.0000,0.9693,0.0003,-100892.5979
"36 40","52",3062.0000,0.9964,0.0003,-889493.8182
"36 52","40",3062.0000,0.9916,0.0003,-376379.6923
"40","36 52",3062.0000,0.9659,0.0003,-90609.1667
"52","36 40",3062.0000,0.9614,0.0003,-79547.3171
"36","40 52",3062.0000,0.9881,0.0003,-264503.8378
"7 29 58","34",2927.0000,0.9540,0.0003,-66125.1915
"29 34 58","7",2927.0000,0.9644,0.0003,-86413.1944
"7 29 34","58",2927.0000,0.9997,0.0003,-9352032.0000
"7 34 58","29",2927.0000,0.9993,0.0003,-4657110.0000
"29 58","7 34",2927.0000,0.9204,0.0003,-36815.0988
"7 29","34 58",2927.0000,0.9537,0.0003,-65659.3099
"7 58","29 34",2927.0000,0.9519,0.0003,-63058.2770
"29 34","7 58",2927.0000,0.9641,0.0003,-85620.7706
"34 58","7 29",2927.0000,0.9631,0.0003,-83246.8929
"7 34","29 58",2927.0000,0.9990,0.0003,-3104823.3333
"29","7 34 58",2927.0000,0.9202,0.0003,-36669.1654
"58","7 29 34",2927.0000,0.9161,0.0003,-34894.6455
"7","29 34 58",2927.0000,0.9516,0.0003,-62634.7919
"34","7 29 58",2927.0000,0.9628,0.0003,-82510.4425
"7 29 40","52",3032.0000,0.9964,0.0003,-880810.1818
"29 40 52","7",3032.0000,0.9644,0.0003,-86319.6429
"7 29 52","40",3032.0000,0.9915,0.0003,-372723.1538
"7 40 52","29",3032.0000,0.9977,0.0003,-1380574.2857
"29 40","7 52",3032.0000,0.9610,0.0003,-78592.8455
"7 29","40 52",3032.0000,0.9879,0.0003,-261943.2973
"7 40","29 52",3032.0000,0.9941,0.0003,-536969.4444
"29 52","7 40",3032.0000,0.9565,0.0003,-70038.6232
"40 52","7 29",3032.0000,0.9598,0.0003,-76313.4803
"7 52","29 40",3032.0000,0.9892,0.0003,-292939.6970
"29","7 40 52",3032.0000,0.9532,0.0003,-64858.2416
"40","7 29 52",3032.0000,0.9565,0.0003,-70222.3913
"7","29 40 52",3032.0000,0.9857,0.0003,-219724.2727
"52","7 29 40",3032.0000,0.9520,0.0003,-63325.2941
"29 66","34",2882.0000,0.9565,0.0003,-69897.0000
"29 34","66",2882.0000,0.9493,0.0003,-59537.1429
"34 66","29",2882.0000,0.9986,0.0003,-2294370.0000
"29","34 66",2882.0000,0.9060,0.0003,-30692.9264
"66","29 34",2882.0000,0.9540,0.0003,-65962.1223
"34","29 66",2882.0000,0.9480,0.0003,-57952.4051
"60 62","7",2896.0000,0.9608,0.0003,-78542.7966
"7 62","60",2896.0000,0.9850,0.0003,-210343.6364
"7 60","62",2896.0000,0.9555,0.0003,-68680.2148
"62","7 60",2896.0000,0.9464,0.0003,-56535.3659
"60","7 62",2896.0000,0.9197,0.0003,-36580.6759
"7","60 62",2896.0000,0.9415,0.0003,-51488.8222
"29 60","40",3111.0000,0.9920,0.0003,-397519.3600
"29 40","60",3111.0000,0.9861,0.0003,-225725.9091
"40 60","29",3111.0000,0.9958,0.0003,-764178.4615
"29","40 60",3111.0000,0.9780,0.0003,-141918.0429
"60","29 40",3111.0000,0.9879,0.0003,-261367.0000
"40","29 60",3111.0000,0.9814,0.0003,-168439.8305
"29 52","48",2987.0000,0.9423,0.0003,-52175.0820
"29 48","52",2987.0000,0.9963,0.0003,-867784.7273
"48 52","29",2987.0000,0.9950,0.0003,-636424.0000
"29","48 52",2987.0000,0.9390,0.0003,-49207.1186
"52","29 48",2987.0000,0.9378,0.0003,-48209.3182
"48","29 52",2987.0000,0.9914,0.0003,-367238.3462
"36 60","34",2898.0000,0.9495,0.0003,-60227.4545
"34 60","36",2898.0000,0.9676,0.0003,-95654.7423
"34 36","60",2898.0000,0.9847,0.0003,-205879.2000
"60","34 36",2898.0000,0.9203,0.0003,-36909.7928
"36","34 60",2898.0000,0.9351,0.0003,-46161.2239
"34","36 60",2898.0000,0.9533,0.0003,-65317.1831
"7 29 60","34",2883.0000,0.9534,0.0003,-65176.8511
"29 34 60","7",2883.0000,0.9639,0.0003,-85160.4167
"7 29 34","60",2883.0000,0.9846,0.0003,-204829.8667
"7 34 60","29",2883.0000,0.9993,0.0003,-4587150.0000
"29 60","7 34",2883.0000,0.9193,0.0003,-36305.7075
"7 29","34 60",2883.0000,0.9394,0.0003,-49401.0000
"7 60","29 34",2883.0000,0.9512,0.0003,-62155.9797
"29 34","7 60",2883.0000,0.9496,0.0003,-60124.7059
"34 60","7 29",2883.0000,0.9626,0.0003,-82041.6071
"7 34","29 60",2883.0000,0.9840,0.0003,-195437.2340
"29","7 34 60",2883.0000,0.9063,0.0003,-30785.2483
"60","7 29 34",2883.0000,0.9155,0.0003,-34650.8383
"7","29 34 60",2883.0000,0.9373,0.0003,-47654.0933
"34","7 29 60",2883.0000,0.9484,0.0003,-58534.5223
"7 29 58","36",2971.0000,0.9684,0.0003,-97986.2268
"29 36 58","7",2971.0000,0.9637,0.0003,-84644.8661
"7 29 36","58",2971.0000,0.9997,0.0003,-9492568.0000
"7 36 58","29",2971.0000,0.9976,0.0003,-1352862.8571
"29 58","7 36",2971.0000,0.9343,0.0003,-45311.1962
"7 29","36 58",2971.0000,0.9681,0.0003,-96986.6633
"7 58","29 36",2971.0000,0.9662,0.0003,-91156.0096
"29 36","7 58",2971.0000,0.9634,0.0003,-83895.7168
"36 58","7 29",2971.0000,0.9590,0.0003,-74839.8740
"7 36","29 58",2971.0000,0.9973,0.0003,-1183780.1250
"29","7 36 58",2971.0000,0.9340,0.0003,-45094.4619
"58","7 29 36",2971.0000,0.9299,0.0003,-42376.5402
"7","29 36 58",2971.0000,0.9659,0.0003,-90287.9238
"36","7 29 58",2971.0000,0.9587,0.0003,-74254.9453
"29 36","66",2916.0000,0.9455,0.0003,-55438.5714
"29 66","36",2916.0000,0.9678,0.0003,-96229.6289
"36 66","29",2916.0000,0.9973,0.0003,-1162290.0000
"29","36 66",2916.0000,0.9167,0.0003,-35087.0302
"36","29 66",2916.0000,0.9409,0.0003,-51006.4918
"66","29 36",2916.0000,0.9652,0.0003,-88702.3143
"7 58","66",2905.0000,0.9447,0.0003,-54626.4706
"58 66","7",2905.0000,0.9619,0.0003,-80752.1739
"7 66","58",2905.0000,0.9997,0.0003,-9281764.0000
"58","7 66",2905.0000,0.9092,0.0003,-32005.0862
"7","58 66",2905.0000,0.9444,0.0003,-54306.6901
"66","7 58",2905.0000,0.9616,0.0003,-80056.5000
"29 62","40",3030.0000,0.9951,0.0003,-643307.0000
"40 62","29",3030.0000,0.9951,0.0003,-645540.0000
"29 40","62",3030.0000,0.9604,0.0003,-77209.1600
"62","29 40",3030.0000,0.9902,0.0003,-321708.0000
"29","40 62",3030.0000,0.9525,0.0003,-64125.5894
"40","29 62",3030.0000,0.9558,0.0003,-68924.8571
"40 58","34",3016.0000,0.9517,0.0003,-62945.0392
"34 58","40",3016.0000,0.9924,0.0003,-418721.3478
"34 40","58",3016.0000,0.9997,0.0003,-9636298.0000
"58","34 40",3016.0000,0.9440,0.0003,-53833.0726
"40","34 58",3016.0000,0.9514,0.0003,-62535.4545
"34","40 58",3016.0000,0.9921,0.0003,-401280.0000
"40 56","36",2899.0000,0.9676,0.0003,-95686.6804
"36 56","40",2899.0000,0.9915,0.0003,-370646.2400
"36 40","56",2899.0000,0.9434,0.0003,-53335.9770
"56","36 40",2899.0000,0.9596,0.0003,-76069.7705
"40","36 56",2899.0000,0.9145,0.0003,-34191.5498
"36","40 56",2899.0000,0.9355,0.0003,-46407.5250
"7 29 60","36",2927.0000,0.9679,0.0003,-96580.9485
"29 36 60","7",2927.0000,0.9631,0.0003,-83436.8304
"7 29 36","60",2927.0000,0.9849,0.0003,-207907.9111
"7 36 60","29",2927.0000,0.9976,0.0003,-1332874.2857
"29 60","7 36",2927.0000,0.9334,0.0003,-44684.2488
"7 29","36 60",2927.0000,0.9537,0.0003,-65940.2746
"7 60","29 36",2927.0000,0.9657,0.0003,-89851.6635
"29 36","7 60",2927.0000,0.9491,0.0003,-59519.2357
"36 60","7 29",2927.0000,0.9590,0.0003,-74908.2880
"7 36","29 60",2927.0000,0.9825,0.0003,-179599.3269
"29","7 36 60",2927.0000,0.9202,0.0003,-36731.7835
"60","7 29 36",2927.0000,0.9295,0.0003,-42142.6982
"7","29 36 60",2927.0000,0.9516,0.0003,-62717.3691
"36","7 29 60",2927.0000,0.9445,0.0003,-54466.7267
"29 40 58","5",2942.0000,0.9328,0.0003,-44185.7547
"5 29 58","40",2942.0000,0.9929,0.0003,-447130.8095
"5 29 40","58",2942.0000,0.9997,0.0003,-9399942.0000
"5 40 58","29",2942.0000,0.9976,0.0003,-1339688.5714
"29 58","5 40",2942.0000,0.9252,0.0003,-39402.6050
"29 40","5 58",2942.0000,0.9325,0.0003,-43977.4413
"40 58","5 29",2942.0000,0.9284,0.0003,-41364.5242
"5 29","40 58",2942.0000,0.9926,0.0003,-426816.0000
"5 58","29 40",2942.0000,0.9906,0.0003,-334549.2857
"5 40","29 58",2942.0000,0.9973,0.0003,-1172256.2500
"29","5 40 58",2942.0000,0.9249,0.0003,-39236.7699
"58","5 29 40",2942.0000,0.9208,0.0003,-37152.9249
"40","5 29 58",2942.0000,0.9281,0.0003,-41182.1930
"5","29 40 58",2942.0000,0.9902,0.0003,-323019.4138
"29 40 56","7",2887.0000,0.9685,0.0003,-97516.7553
"7 29 56","40",2887.0000,0.9914,0.0003,-369125.1200
"7 29 40","56",2887.0000,0.9487,0.0003,-58909.3590
"7 40 56","29",2887.0000,0.9976,0.0003,-1314702.8571
"29 56","7 40",2887.0000,0.9604,0.0003,-77019.2773
"29 40","7 56",2887.0000,0.9151,0.0003,-34351.8284
"40 56","7 29",2887.0000,0.9636,0.0003,-84327.7798
"7 29","40 56",2887.0000,0.9407,0.0003,-50503.5989
"7 56","29 40",2887.0000,0.9890,0.0003,-287703.9375
"7 40","29 56",2887.0000,0.9466,0.0003,-56228.5276
"29","7 40 56",2887.0000,0.9076,0.0003,-31301.4728
"56","7 29 40",2887.0000,0.9556,0.0003,-68581.2090
"40","7 29 56",2887.0000,0.9107,0.0003,-32607.3145
"7","29 40 56",2887.0000,0.9386,0.0003,-48499.8942
"7 60","66",2906.0000,0.9588,0.0003,-73228.9600
"60 66","7",2906.0000,0.9619,0.0003,-80778.9130
"7 66","60",2906.0000,1.0000,0.0003,Infinity
"60","7 66",2906.0000,0.9228,0.0003,-37645.4527
"7","60 66",2906.0000,0.9447,0.0003,-54644.2353
"66","7 60",2906.0000,0.9619,0.0003,-79596.7826
"7 40 52","34",2898.0000,0.9536,0.0003,-65500.1489
"7 34 40","52",2898.0000,0.9969,0.0003,-1028432.0000
"34 40 52","7",2898.0000,0.9634,0.0003,-84087.2727
"7 34 52","40",2898.0000,0.9921,0.0003,-402463.0000
"7 40","34 52",2898.0000,0.9502,0.0003,-60799.3421
"40 52","7 34",2898.0000,0.9174,0.0003,-35451.0000
"7 52","34 40",2898.0000,0.9455,0.0003,-55353.5329
"34 40","7 52",2898.0000,0.9606,0.0003,-77681.4118
"7 34","40 52",2898.0000,0.9891,0.0003,-289154.3750
"34 52","7 40",2898.0000,0.9561,0.0003,-69485.1053
"40","7 34 52",2898.0000,0.9142,0.0003,-34030.8824
"7","34 40 52",2898.0000,0.9421,0.0003,-51963.6629
"52","7 34 40",2898.0000,0.9099,0.0003,-32249.5122
"34","7 40 52",2898.0000,0.9533,0.0003,-65038.8732
"40 60","34",2973.0000,0.9517,0.0003,-62873.0861
"34 60","40",2973.0000,0.9927,0.0003,-431416.1364
"34 40","60",2973.0000,0.9854,0.0003,-215852.6364
"60","34 40",2973.0000,0.9441,0.0003,-53962.4091
"40","34 60",2973.0000,0.9379,0.0003,-48177.5635
"34","40 60",2973.0000,0.9780,0.0003,-141700.2985
"40 58","36",3072.0000,0.9694,0.0003,-101211.9794
"36 58","40",3072.0000,0.9916,0.0003,-377598.5385
"36 40","58",3072.0000,0.9997,0.0003,-9815162.0000
"58","36 40",3072.0000,0.9615,0.0003,-79797.0732
"40","36 58",3072.0000,0.9691,0.0003,-100178.4694
"36","40 58",3072.0000,0.9913,0.0003,-363616.0000
"29 40 60","5",2899.0000,0.9319,0.0003,-43583.3491
"5 29 60","40",2899.0000,0.9931,0.0003,-462515.5500
"5 29 40","60",2899.0000,0.9850,0.0003,-210558.2727
"5 40 60","29",2899.0000,0.9983,0.0003,-1846944.0000
"29 60","5 40",2899.0000,0.9244,0.0003,-39021.3671
"29 40","5 60",2899.0000,0.9189,0.0003,-36023.6914
"40 60","5 29",2899.0000,0.9280,0.0003,-41139.6089
"5 29","40 60",2899.0000,0.9781,0.0003,-142408.8000
"5 60","29 40",2899.0000,0.9915,0.0003,-368891.8400
"5 40","29 60",2899.0000,0.9827,0.0003,-181338.2353
"29","5 40 60",2899.0000,0.9113,0.0003,-32746.2518
"60","5 29 40",2899.0000,0.9206,0.0003,-37057.4320
"40","5 29 60",2899.0000,0.9145,0.0003,-34133.0627
"5","29 40 60",2899.0000,0.9758,0.0003,-128330.6944
"29 40 58","7",3042.0000,0.9645,0.0003,-86594.1964
"7 29 58","40",3042.0000,0.9915,0.0003,-373942.0000
"7 29 40","58",3042.0000,0.9997,0.0003,-9719342.0000
"7 40 58","29",3042.0000,0.9977,0.0003,-1385117.1429
"29 58","7 40",3042.0000,0.9566,0.0003,-70259.5652
"29 40","7 58",3042.0000,0.9642,0.0003,-85827.1681
"40 58","7 29",3042.0000,0.9599,0.0003,-76555.0551
"7 29","40 58",3042.0000,0.9912,0.0003,-360096.0000
"7 58","29 40",3042.0000,0.9893,0.0003,-293895.4545
"7 40","29 58",3042.0000,0.9974,0.0003,-1211993.7500
"29","7 40 58",3042.0000,0.9563,0.0003,-69753.1511
"58","7 29 40",3042.0000,0.9521,0.0003,-63524.1176
"40","7 29 58",3042.0000,0.9596,0.0003,-75956.1719
"7","29 40 58",3042.0000,0.9889,0.0003,-285253.7647
"29 40","66",2989.0000,0.9474,0.0003,-57398.1928
"29 66","40",2989.0000,0.9920,0.0003,-397841.5417
"40 66","29",2989.0000,0.9973,0.0003,-1191307.5000
"29","40 66",2989.0000,0.9396,0.0003,-49636.8542
"40","29 66",2989.0000,0.9429,0.0003,-52751.6022
"66","29 40",2989.0000,0.9894,0.0003,-297757.3125
"29 58","48",2997.0000,0.9425,0.0003,-52339.6721
"29 48","58",2997.0000,0.9997,0.0003,-9575612.0000
"48 58","29",2997.0000,0.9950,0.0003,-638544.0000
"29","48 58",2997.0000,0.9422,0.0003,-52054.2989
"58","29 48",2997.0000,0.9380,0.0003,-48360.6818
"48","29 58",2997.0000,0.9947,0.0003,-598645.4375
"7 40 52","36",2942.0000,0.9681,0.0003,-97060.0206
"7 36 40","52",2942.0000,0.9963,0.0003,-854759.2727
"36 40 52","7",2942.0000,0.9608,0.0003,-78463.7500
"7 36 52","40",2942.0000,0.9912,0.0003,-361753.5385
"7 40","36 52",2942.0000,0.9646,0.0003,-87179.1667
"40 52","7 36",2942.0000,0.9313,0.0003,-43352.5438
"7 52","36 40",2942.0000,0.9599,0.0003,-76550.2439
"36 40","7 52",2942.0000,0.9574,0.0003,-71875.3588
"7 36","40 52",2942.0000,0.9876,0.0003,-254261.6757
"36 52","7 40",2942.0000,0.9527,0.0003,-64488.4384
"40","7 36 52",2942.0000,0.9281,0.0003,-41251.7105
"7","36 40 52",2942.0000,0.9564,0.0003,-70265.9403
"52","7 36 40",2942.0000,0.9237,0.0003,-38691.8519
"36","7 40 52",2942.0000,0.9493,0.0003,-59966.6369
"40 62","34",2901.0000,0.9527,0.0003,-64262.1875
"34 62","40",2901.0000,0.9959,0.0003,-769274.7500
"34 40","62",2901.0000,0.9616,0.0003,-79560.3707
"62","34 40",2901.0000,0.9480,0.0003,-58043.7736
"40","34 62",2901.0000,0.9151,0.0003,-34316.1338
"34","40 62",2901.0000,0.9543,0.0003,-66573.8129
"40 60","36",3027.0000,0.9690,0.0003,-99774.7629
"36 60","40",3027.0000,0.9918,0.0003,-386871.5200
"36 40","60",3027.0000,0.9850,0.0003,-210300.0870
"60","36 40",3027.0000,0.9613,0.0003,-79292.8525
"40","36 60",3027.0000,0.9549,0.0003,-67634.0559
"36","40 60",3027.0000,0.9768,0.0003,-134419.1250
"36 52","48",2976.0000,0.9637,0.0003,-83045.1429
"48 52","36",2976.0000,0.9913,0.0003,-357699.8462
"36 48","52",2976.0000,0.9963,0.0003,-864600.7273
"52","36 48",2976.0000,0.9344,0.0003,-45504.3541
"36","48 52",2976.0000,0.9603,0.0003,-75610.5610
"48","36 52",2976.0000,0.9877,0.0003,-251381.9189
"29 40 60","7",2999.0000,0.9640,0.0003,-85413.6161
"7 29 60","40",2999.0000,0.9917,0.0003,-383322.2400
"7 29 40","60",2999.0000,0.9855,0.0003,-217712.8182
"7 40 60","29",2999.0000,0.9977,0.0003,-1365582.8571
"29 60","7 40",2999.0000,0.9563,0.0003,-69793.1679
"29 40","7 60",2999.0000,0.9506,0.0003,-61279.8077
